"athlete_id_1","player_name","attempts_Late_Tight","makes_Late_Tight","attempts_Baseline","makes_Baseline","pct_Late_Tight","pct_Baseline","delta_pp","label"
818,"Chioma Nnamaka",1,1,25,6,1,0.24,76,"Clutch"
690,"Brandi Davis",1,1,61,19,1,0.311475409836066,68.8524590163934,"Clutch"
2969569,"Evgeniia Belyakova",1,1,70,22,1,0.314285714285714,68.5714285714286,"Clutch"
5106150,"Stephanie Soares",1,1,35,11,1,0.314285714285714,68.5714285714286,"Clutch"
884,"Abi Olajuwon",1,1,33,11,1,0.333333333333333,66.6666666666667,"Clutch"
3056639,"Linnae Harper",1,1,82,32,1,0.390243902439024,60.9756097560976,"Clutch"
1020,"Chastity Reed",1,1,51,20,1,0.392156862745098,60.7843137254902,"Clutch"
4281930,"Anneli Maley",1,1,5,2,1,0.4,60,"Clutch"
550,"Iciss Tillis",1,1,118,49,1,0.415254237288136,58.4745762711864,"Clutch"
3143149,"Paris Kea",2,2,110,46,1,0.418181818181818,58.1818181818182,"Clutch"
936,"Jene  Morris",1,1,86,36,1,0.418604651162791,58.1395348837209,"Clutch"
4433424,"Maddy Westbeld",1,1,120,51,1,0.425,57.5,"Clutch"
1103,"Natalie  Novosel",1,1,129,55,1,0.426356589147287,57.3643410852713,"Clutch"
4422424,"Li Meng",2,2,192,83,1,0.432291666666667,56.7708333333333,"Clutch"
3143136,"Jaime Nared",2,2,106,46,1,0.433962264150943,56.6037735849057,"Clutch"
44,"Tamika Williams-Jeter",2,2,182,80,1,0.43956043956044,56.043956043956,"Clutch"
2491228,"Nadirah McKenith",2,2,128,57,1,0.4453125,55.46875,"Clutch"
985,"Amber Harris",2,2,394,179,1,0.454314720812183,54.5685279187817,"Clutch"
465,"Suzy Batkovic",3,3,80,37,1,0.4625,53.75,"Clutch"
739,"Kathrin Ress",2,2,104,49,1,0.471153846153846,52.8846153846154,"Clutch"
1069,"Sasha Goodlett",3,3,313,155,1,0.495207667731629,50.4792332268371,"Clutch"
676,"Zane Teilane",1,1,28,14,1,0.5,50,"Clutch"
2566452,"Cierra Burdick",2,2,118,59,1,0.5,50,"Clutch"
4068600,"Bella Alarie",3,3,159,80,1,0.50314465408805,49.685534591195,"Clutch"
4594527,"Dulcy Fankam Mendjiadeu",5,5,151,77,1,0.509933774834437,49.0066225165563,"Clutch"
4068890,"Stella Johnson",3,3,48,25,1,0.520833333333333,47.9166666666667,"Clutch"
4398591,"Liz Dixon",1,1,65,35,1,0.538461538461538,46.1538461538462,"Clutch"
4038352,"Nayo Raincock-Ekunwe",1,1,242,138,1,0.570247933884298,42.9752066115703,"Clutch"
3142242,"Amy Okonkwo",2,2,79,46,1,0.582278481012658,41.7721518987342,"Clutch"
463,"Chantelle Anderson",2,2,190,112,1,0.589473684210526,41.0526315789474,"Clutch"
2590350,"Samantha Logic",3,2,79,22,0.666666666666667,0.278481012658228,38.8185654008439,"Clutch"
631,"Anna Montanana",4,3,32,12,0.75,0.375,37.5,"Clutch"
4595910,"Haley Jones",17,14,618,279,0.823529411764706,0.451456310679612,37.2073101085094,"Clutch"
750,"Brooke Smith",3,3,95,62,1,0.652631578947368,34.7368421052632,"Clutch"
715,"Shanna Crossley",14,11,703,313,0.785714285714286,0.445234708392603,34.0479577321683,"Clutch"
3146149,"Brooke McCarty-Williams",3,2,99,35,0.666666666666667,0.353535353535354,31.3131313131313,"Clutch"
4432865,"Jacy Sheldon",13,10,427,201,0.769230769230769,0.470725995316159,29.850477391461,"Clutch"
3920741,"Kitija Laksa",7,5,208,88,0.714285714285714,0.423076923076923,29.1208791208791,"Clutch"
879,"Katie Mattera",6,5,33,18,0.833333333333333,0.545454545454545,28.7878787878788,"Clutch"
2590051,"Andrea Hoover",3,2,51,20,0.666666666666667,0.392156862745098,27.4509803921569,"Clutch"
2529124,"Tricia Liston",7,5,138,62,0.714285714285714,0.449275362318841,26.5010351966874,"Clutch"
2970295,"Celine Dumerc",6,4,121,49,0.666666666666667,0.40495867768595,26.1707988980716,"Clutch"
3142149,"Kiara Leslie",3,2,148,60,0.666666666666667,0.405405405405405,26.1261261261261,"Clutch"
677,"Megan Mahoney",3,2,160,67,0.666666666666667,0.41875,24.7916666666667,"Clutch"
4683006,"Leonie Fiebich",14,11,614,331,0.785714285714286,0.539087947882736,24.662633783155,"Clutch"
2491335,"A'dia Mathies",3,2,90,38,0.666666666666667,0.422222222222222,24.4444444444444,"Clutch"
933,"Alexis Gray-Lawson",6,4,241,103,0.666666666666667,0.427385892116183,23.9280774550484,"Clutch"
2569047,"Blake Dietrick",3,2,196,84,0.666666666666667,0.428571428571429,23.8095238095238,"Clutch"
683,"Nikki Blue",23,15,394,165,0.652173913043478,0.418781725888325,23.3392187155153,"Clutch"
4684384,"Aneesah Morrow",13,9,381,175,0.692307692307692,0.459317585301837,23.2990107005855,"Clutch"
2529125,"Haley Peters",13,8,352,135,0.615384615384615,0.383522727272727,23.1861888111888,"Clutch"
983,"Jeanette Pohlen-Mavunga",20,14,480,225,0.7,0.46875,23.125,"Clutch"
2491328,"Jasmine James",3,2,78,34,0.666666666666667,0.435897435897436,23.0769230769231,"Clutch"
632,"Jamie Carey",22,14,287,118,0.636363636363636,0.411149825783972,22.5213810579664,"Clutch"
982,"Carolyn Swords",10,8,975,574,0.8,0.588717948717949,21.1282051282051,"Clutch"
876,"Lindsay  Wisdom-Hylton",7,5,440,223,0.714285714285714,0.506818181818182,20.7467532467532,"Clutch"
949,"Taylor Lilley",3,2,69,32,0.666666666666667,0.463768115942029,20.2898550724638,"Clutch"
814,"Sequoia Holmes",7,4,244,90,0.571428571428571,0.368852459016393,20.2576112412178,"Clutch"
4398966,"Olivia Nelson-Ododa",14,11,797,468,0.785714285714286,0.587202007528231,19.8512278186055,"Clutch"
167,"Allison Feaster",4,2,172,52,0.5,0.302325581395349,19.7674418604651,"Clutch"
4065780,"Kaila Charles",6,4,594,279,0.666666666666667,0.46969696969697,19.6969696969697,"Clutch"
654,"Yelena Leuchanka",10,7,261,132,0.7,0.505747126436782,19.4252873563218,"Clutch"
785,"Crystal Kelly",17,14,545,343,0.823529411764706,0.629357798165138,19.4171613599568,"Clutch"
2490786,"Davellyn Whyte",5,3,160,65,0.6,0.40625,19.375,"Clutch"
626,"Sandora Irvin",5,3,218,89,0.6,0.408256880733945,19.1743119266055,"Clutch"
682,"Tamara James",10,7,238,121,0.7,0.508403361344538,19.1596638655462,"Clutch"
674,"Kasha Terry",3,2,147,71,0.666666666666667,0.482993197278912,18.3673469387755,"Clutch"
4398768,"Nyara Sabally",8,6,356,203,0.75,0.570224719101124,17.9775280898876,"Clutch"
637,"Chelsea Newton",18,12,719,351,0.666666666666667,0.488178025034771,17.8488641631896,"Clutch"
510,"Erin Thorn",83,53,1146,528,0.63855421686747,0.460732984293194,17.7821232574276,"Clutch"
4634697,"Bernadett Hatar",3,2,49,24,0.666666666666667,0.489795918367347,17.687074829932,"Clutch"
2529203,"Natalie Achonwa",46,35,1501,877,0.760869565217391,0.584277148567622,17.659241664977,"Clutch"
4433408,"Aaliyah Edwards",23,16,508,264,0.695652173913043,0.519685039370079,17.5967134542965,"Clutch"
4398764,"Rae Burrell",21,14,592,291,0.666666666666667,0.491554054054054,17.5112612612613,"Clutch"
316,"Murriel Page",28,18,451,213,0.642857142857143,0.472283813747228,17.0573329109915,"Clutch"
2490514,"Tianna Hawkins",49,34,1870,983,0.693877551020408,0.525668449197861,16.8209101822547,"Clutch"
4433403,"Caitlin Clark",74,49,985,488,0.662162162162162,0.495431472081218,16.6730690080944,"Clutch"
3056664,"Alaina Coates",4,3,272,159,0.75,0.584558823529412,16.5441176470588,"Clutch"
3173145,"Marianna Tolo",13,9,140,74,0.692307692307692,0.528571428571429,16.3736263736264,"Clutch"
1002,"Jessica Breland",117,75,2199,1052,0.641025641025641,0.478399272396544,16.2626368629097,"Clutch"
1085,"Avery Warley-Talbert",3,2,355,180,0.666666666666667,0.507042253521127,15.962441314554,"Clutch"
954,"Jayne Appel-Marinelli",41,28,956,502,0.682926829268293,0.52510460251046,15.7822226757833,"Clutch"
692,"Lisa Willis",15,9,398,176,0.6,0.442211055276382,15.7788944723618,"Clutch"
4282168,"Kiana Williams",6,3,73,25,0.5,0.342465753424658,15.7534246575342,"Clutch"
4329370,"Maria Kliundikova",3,2,379,193,0.666666666666667,0.509234828496042,15.7431838170624,"Clutch"
5130672,"Ivana Dojkic",8,5,257,121,0.625,0.470817120622568,15.4182879377432,"Clutch"
4433431,"Te-Hina Paopao",5,3,242,108,0.6,0.446280991735537,15.3719008264463,"Clutch"
4001679,"Julie Allemand",22,14,421,204,0.636363636363636,0.484560570071259,15.1803066292377,"Clutch"
643,"Edwige Lawson-Wade",28,17,569,261,0.607142857142857,0.458699472759227,14.844338438363,"Clutch"
4790263,"Iliana Rupert",5,3,289,131,0.6,0.453287197231834,14.6712802768166,"Clutch"
684,"Jennifer Lacy",66,39,1702,761,0.590909090909091,0.447121034077556,14.3788056831535,"Clutch"
661,"LaToya Bond",15,9,325,149,0.6,0.458461538461538,14.1538461538461,"Clutch"
3907781,"Sophie Cunningham",58,38,1610,829,0.655172413793103,0.514906832298137,14.0265581494967,"Clutch"
790,"Laura Harper",20,13,420,216,0.65,0.514285714285714,13.5714285714286,"Clutch"
4433635,"Diamond Miller",15,9,729,339,0.6,0.465020576131687,13.4979423868313,"Clutch"
619,"Ashley Battle",41,24,821,371,0.585365853658537,0.451887941534714,13.3477912123823,"Clutch"
4398928,"Leigha Brown",2,1,30,11,0.5,0.366666666666667,13.3333333333333,"Clutch"
3142327,"Kia Nurse",102,60,2397,1103,0.588235294117647,0.460158531497705,12.8076762619942,"Clutch"
153,"Anna DeForge",72,42,1033,471,0.583333333333333,0.45595353339787,12.7379799935463,"Clutch"
3058892,"Lexie Brown",43,24,1008,436,0.558139534883721,0.432539682539683,12.5599852344038,"Clutch"
2590093,"Kiah Stokes",48,31,1185,617,0.645833333333333,0.520675105485232,12.5158227848101,"Clutch"
4065879,"Jocelyn Willoughby",10,6,223,106,0.6,0.475336322869955,12.4663677130045,"Clutch"
729,"Tiffany Jackson-Jones",51,33,1647,861,0.647058823529412,0.522768670309654,12.4290153219758,"Clutch"
600,"Kendra Wecker",12,6,271,102,0.5,0.376383763837638,12.3616236162362,"Clutch"
1084,"Samantha Prahalis",20,11,414,177,0.55,0.427536231884058,12.2463768115942,"Clutch"
4433630,"Rickea Jackson",51,32,1083,548,0.627450980392157,0.506001846722068,12.1449133670088,"Clutch"
4068178,"Arella Guirantes",2,1,140,53,0.5,0.378571428571429,12.1428571428571,"Clutch"
2335452,"Jelena Milovanovic",10,6,71,34,0.6,0.47887323943662,12.112676056338,"Clutch"
192,"Yolanda Griffith",37,25,1267,705,0.675675675675676,0.556432517758485,11.9243157917191,"Clutch"
846,"Anete Jekabsone-Zogota",29,16,490,212,0.551724137931034,0.43265306122449,11.9071076706545,"Clutch"
761,"Evanthia Maltsi",12,6,146,56,0.5,0.383561643835616,11.6438356164384,"Clutch"
4337216,"Han Xu",8,5,358,183,0.625,0.511173184357542,11.3826815642458,"Clutch"
292,"Kelly  Miller",109,64,1549,736,0.587155963302752,0.475145255003228,11.2010708299524,"Clutch"
4329389,"Ji-Su Park",2,1,244,95,0.5,0.389344262295082,11.0655737704918,"Clutch"
645,"Kristen Mann",32,17,630,265,0.53125,0.420634920634921,11.0615079365079,"Clutch"
28,"Marie  Ferdinand-Harris",80,47,1390,663,0.5875,0.476978417266187,11.0521582733813,"Clutch"
2566453,"Isabelle Harrison",97,62,1959,1038,0.639175257731959,0.529862174578867,10.9313083153092,"Clutch"
349,"Nykesha Sales",45,26,747,351,0.577777777777778,0.469879518072289,10.7898259705489,"Clutch"
1004,"Sydney Colson",12,7,884,422,0.583333333333333,0.47737556561086,10.5957767722474,"Clutch"
522,"Nakia Sanford",90,56,1884,980,0.622222222222222,0.520169851380042,10.205237084218,"Clutch"
878,"Erin Perperoglou",6,3,133,53,0.5,0.398496240601504,10.1503759398496,"Clutch"
4790264,"Janelle Salaun",32,18,415,192,0.5625,0.462650602409639,9.98493975903614,"Clutch"
561,"Vanessa Hayden-Johnson",23,13,522,243,0.565217391304348,0.46551724137931,9.97001499250375,"Clutch"
40,"Katie Smith",273,157,3103,1490,0.575091575091575,0.480180470512407,9.49111045791677,"Clutch"
737,"Noelle Quinn",120,65,2022,905,0.541666666666667,0.44757665677547,9.40900098911968,"Clutch"
509,"LaToya Thomas",33,20,423,217,0.606060606060606,0.513002364066194,9.30582419944123,"Clutch"
2490773,"Alex Bentley",171,89,2699,1165,0.52046783625731,0.431641348647647,8.88264876096627,"Clutch"
2566110,"Julie Vanloo",32,14,410,143,0.4375,0.348780487804878,8.8719512195122,"Clutch"
